model_name,search,loop,mutant_number,depth,actual_tests,time_taken,status,return_code,failed_tests,seed
SimpleModel,bes,no_loops,0,1,2,0.9777860641479492,ok,0,0,28acfea9
SimpleModel,bes,no_loops,0,1,2,1.0595691204071045,ok,0,0,496e4eb9
SimpleModel,bes,no_loops,0,1,2,1.0741281509399414,ok,0,0,7a38c41
SimpleModel,bes,no_loops,0,1,2,1.1789970397949219,ok,0,0,16b0482c
SimpleModel,bes,no_loops,0,1,2,1.2986862659454346,ok,0,0,7f1727d5
SimpleModel,bes,no_loops,0,1,2,1.2100300788879395,ok,0,0,53c461e7
SimpleModel,bes,no_loops,0,1,2,1.2457449436187744,ok,0,0,2b952495
SimpleModel,bes,no_loops,0,1,2,1.227741003036499,ok,0,0,e320efc
SimpleModel,bes,no_loops,0,1,2,1.125683307647705,ok,0,0,266c32ff
SimpleModel,bes,no_loops,0,1,2,1.1232688426971436,ok,0,0,7d057ad0
SimpleModel,bes,no_loops,0,1,2,1.0966458320617676,ok,0,0,5672a92
SimpleModel,bes,no_loops,0,1,2,1.3932230472564697,ok,0,0,61558b10
SimpleModel,bes,no_loops,0,1,2,1.580322027206421,ok,0,0,2c7f6273
SimpleModel,bes,no_loops,0,1,2,1.078282117843628,ok,0,0,6444c92b
SimpleModel,bes,no_loops,0,1,2,1.044741153717041,ok,0,0,454b3b35
SimpleModel,bes,no_loops,0,1,2,1.1319808959960938,ok,0,0,3d254b38
SimpleModel,bes,no_loops,0,1,2,1.2136869430541992,ok,0,0,44cffd8e
SimpleModel,bes,no_loops,0,1,2,1.3132281303405762,ok,0,0,72c473b8
SimpleModel,bes,no_loops,0,1,2,1.187182903289795,ok,0,0,4c77c653
SimpleModel,bes,no_loops,0,1,2,1.2477319240570068,ok,0,0,134f5b7f
SimpleModel,bes,no_loops,0,50,8,1.3643708229064941,ok,0,0,247ca5b1
SimpleModel,bes,no_loops,0,50,8,1.0700039863586426,ok,0,0,5135848e
SimpleModel,bes,no_loops,0,50,8,1.5691800117492676,ok,0,0,73c55801
SimpleModel,bes,no_loops,0,50,8,1.4088070392608643,ok,0,0,54096b9
SimpleModel,bes,no_loops,0,50,8,1.4084107875823975,ok,0,0,25d212ae
SimpleModel,bes,no_loops,0,50,8,1.2697861194610596,ok,0,0,27f61f3d
SimpleModel,bes,no_loops,0,50,8,1.403167963027954,ok,0,0,1c75aea1
SimpleModel,bes,no_loops,0,50,8,1.2200579643249512,ok,0,0,4516098f
SimpleModel,bes,no_loops,0,50,8,1.1683800220489502,ok,0,0,5a05d1e1
SimpleModel,bes,no_loops,0,50,8,1.032952070236206,ok,0,0,4a5f7ba2
SimpleModel,bes,no_loops,0,50,8,1.2654099464416504,ok,0,0,70fcf523
SimpleModel,bes,no_loops,0,50,8,1.4559202194213867,ok,0,0,29cad9a6
SimpleModel,bes,no_loops,0,50,8,1.3984310626983643,ok,0,0,2bf4ea09
SimpleModel,bes,no_loops,0,50,8,1.2715542316436768,ok,0,0,4223bc26
SimpleModel,bes,no_loops,0,50,8,1.3615748882293701,ok,0,0,64bdc8f4
SimpleModel,bes,no_loops,0,50,8,1.3184821605682373,ok,0,0,7593e57
SimpleModel,bes,no_loops,0,50,8,1.186506986618042,ok,0,0,4306500
SimpleModel,bes,no_loops,0,50,8,1.1349740028381348,ok,0,0,3062044b
SimpleModel,bes,no_loops,0,50,8,1.1757469177246094,ok,0,0,5c229451
SimpleModel,bes,no_loops,0,50,8,1.247485876083374,ok,0,0,617b9ca9
SimpleModel,bes,no_loops,1,1,2,1.0692310333251953,ok,0,0,28acfea9
SimpleModel,bes,no_loops,1,1,2,1.0247490406036377,ok,0,0,496e4eb9
SimpleModel,bes,no_loops,1,1,2,1.0947508811950684,ok,0,0,7a38c41
SimpleModel,bes,no_loops,1,1,2,1.02860426902771,ok,0,0,16b0482c
SimpleModel,bes,no_loops,1,1,2,1.2426049709320068,ok,0,0,7f1727d5
SimpleModel,bes,no_loops,1,1,2,1.2483367919921875,ok,0,0,53c461e7
SimpleModel,bes,no_loops,1,1,2,1.2592310905456543,ok,0,0,2b952495
SimpleModel,bes,no_loops,1,1,2,1.189220905303955,ok,0,0,e320efc
SimpleModel,bes,no_loops,1,1,2,1.2130200862884521,ok,0,0,266c32ff
SimpleModel,bes,no_loops,1,1,2,1.0332980155944824,ok,0,0,7d057ad0
SimpleModel,bes,no_loops,1,1,2,0.8791229724884033,ok,0,0,5672a92
SimpleModel,bes,no_loops,1,1,2,0.8100569248199463,ok,0,0,61558b10
SimpleModel,bes,no_loops,1,1,2,0.8077371120452881,ok,0,0,2c7f6273
SimpleModel,bes,no_loops,1,1,2,0.9155781269073486,ok,0,0,6444c92b
SimpleModel,bes,no_loops,1,1,2,0.878026008605957,ok,0,0,454b3b35
SimpleModel,bes,no_loops,1,1,2,0.9226303100585938,ok,0,0,3d254b38
SimpleModel,bes,no_loops,1,1,2,1.0019450187683105,ok,0,0,44cffd8e
SimpleModel,bes,no_loops,1,1,2,0.8715357780456543,ok,0,0,72c473b8
SimpleModel,bes,no_loops,1,1,2,1.0872161388397217,ok,0,0,4c77c653
SimpleModel,bes,no_loops,1,1,2,1.126220941543579,ok,0,0,134f5b7f
SimpleModel,bes,no_loops,1,50,8,1.2675549983978271,ok,0,0,247ca5b1
SimpleModel,bes,no_loops,1,50,8,1.1333270072937012,ok,0,0,5135848e
SimpleModel,bes,no_loops,1,50,8,0.997725248336792,ok,0,0,73c55801
SimpleModel,bes,no_loops,1,50,8,0.9238121509552002,ok,0,0,54096b9
SimpleModel,bes,no_loops,1,50,8,0.8541848659515381,ok,0,0,25d212ae
SimpleModel,bes,no_loops,1,50,8,0.9544482231140137,ok,0,0,27f61f3d
SimpleModel,bes,no_loops,1,50,8,0.8766160011291504,ok,0,0,1c75aea1
SimpleModel,bes,no_loops,1,50,8,0.8694829940795898,ok,0,0,4516098f
SimpleModel,bes,no_loops,1,50,8,0.9439265727996826,ok,0,0,5a05d1e1
SimpleModel,bes,no_loops,1,50,8,0.8830142021179199,ok,0,0,4a5f7ba2
SimpleModel,bes,no_loops,1,50,8,0.8225879669189453,ok,0,0,70fcf523
SimpleModel,bes,no_loops,1,50,8,1.1145598888397217,ok,0,0,29cad9a6
SimpleModel,bes,no_loops,1,50,8,1.1556730270385742,ok,0,0,2bf4ea09
SimpleModel,bes,no_loops,1,50,8,1.1960527896881104,ok,0,0,4223bc26
SimpleModel,bes,no_loops,1,50,8,1.1729369163513184,ok,0,0,64bdc8f4
SimpleModel,bes,no_loops,1,50,8,1.0881431102752686,ok,0,0,7593e57
SimpleModel,bes,no_loops,1,50,8,0.9876573085784912,ok,0,0,4306500
SimpleModel,bes,no_loops,1,50,8,0.9700047969818115,ok,0,0,3062044b
SimpleModel,bes,no_loops,1,50,8,0.7697157859802246,ok,0,0,5c229451
SimpleModel,bes,no_loops,1,50,8,0.9222691059112549,ok,0,0,617b9ca9
SimpleModel,bes,no_loops,2,1,2,0.8341078758239746,ok,0,0,28acfea9
SimpleModel,bes,no_loops,2,1,2,0.7693071365356445,ok,0,0,496e4eb9
SimpleModel,bes,no_loops,2,1,2,0.8183419704437256,ok,0,0,7a38c41
SimpleModel,bes,no_loops,2,1,2,0.8973679542541504,ok,0,0,16b0482c
SimpleModel,bes,no_loops,2,1,2,0.8638570308685303,ok,0,0,7f1727d5
SimpleModel,bes,no_loops,2,1,2,1.0382237434387207,ok,0,0,53c461e7
SimpleModel,bes,no_loops,2,1,2,1.1415889263153076,ok,0,0,2b952495
SimpleModel,bes,no_loops,2,1,2,1.1041700839996338,ok,0,0,e320efc
SimpleModel,bes,no_loops,2,1,2,1.0771090984344482,ok,0,0,266c32ff
SimpleModel,bes,no_loops,2,1,2,1.025827169418335,ok,0,0,7d057ad0
SimpleModel,bes,no_loops,2,1,2,0.9726607799530029,ok,0,0,5672a92
SimpleModel,bes,no_loops,2,1,2,0.8629469871520996,ok,0,0,61558b10
SimpleModel,bes,no_loops,2,1,2,0.9109539985656738,ok,0,0,2c7f6273
SimpleModel,bes,no_loops,2,1,2,0.8604879379272461,ok,0,0,6444c92b
SimpleModel,bes,no_loops,2,1,2,0.7677459716796875,ok,0,0,454b3b35
SimpleModel,bes,no_loops,2,1,2,0.9182729721069336,ok,0,0,3d254b38
SimpleModel,bes,no_loops,2,1,2,0.9274780750274658,ok,0,0,44cffd8e
SimpleModel,bes,no_loops,2,1,2,0.8356280326843262,ok,0,0,72c473b8
SimpleModel,bes,no_loops,2,1,2,0.8592393398284912,ok,0,0,4c77c653
SimpleModel,bes,no_loops,2,1,2,1.0575878620147705,ok,0,0,134f5b7f
SimpleModel,bes,no_loops,3,1,2,1.0438191890716553,ok,0,0,28acfea9
SimpleModel,bes,no_loops,3,1,2,1.0923230648040771,ok,0,0,496e4eb9
SimpleModel,bes,no_loops,3,1,2,1.0839869976043701,ok,0,0,7a38c41
SimpleModel,bes,no_loops,3,1,2,0.9171607494354248,ok,0,0,16b0482c
SimpleModel,bes,no_loops,3,1,2,0.9425559043884277,ok,0,0,7f1727d5
SimpleModel,bes,no_loops,3,1,2,0.8151249885559082,ok,0,0,53c461e7
SimpleModel,bes,no_loops,3,1,2,0.8223443031311035,ok,0,0,2b952495
SimpleModel,bes,no_loops,3,1,2,0.865772008895874,ok,0,0,e320efc
SimpleModel,bes,no_loops,3,1,2,0.9377861022949219,ok,0,0,266c32ff
SimpleModel,bes,no_loops,3,1,2,0.7510058879852295,ok,0,0,7d057ad0
SimpleModel,bes,no_loops,3,1,2,0.825268030166626,ok,0,0,5672a92
SimpleModel,bes,no_loops,3,1,2,0.8733539581298828,ok,0,0,61558b10
SimpleModel,bes,no_loops,3,1,2,1.1292850971221924,ok,0,0,2c7f6273
SimpleModel,bes,no_loops,3,1,2,1.0740070343017578,ok,0,0,6444c92b
SimpleModel,bes,no_loops,3,1,2,1.129685878753662,ok,0,0,454b3b35
SimpleModel,bes,no_loops,3,1,2,1.0625782012939453,ok,0,0,3d254b38
SimpleModel,bes,no_loops,3,1,2,1.0396721363067627,ok,0,0,44cffd8e
SimpleModel,bes,no_loops,3,1,2,1.022557020187378,ok,0,0,72c473b8
SimpleModel,bes,no_loops,3,1,2,0.8170418739318848,ok,0,0,4c77c653
SimpleModel,bes,no_loops,3,1,2,0.8800241947174072,ok,0,0,134f5b7f
SimpleModel,bes,no_loops,4,1,2,0.8630709648132324,ok,0,0,28acfea9
SimpleModel,bes,no_loops,4,1,2,0.829456090927124,ok,0,0,496e4eb9
SimpleModel,bes,no_loops,4,1,2,0.8759951591491699,ok,0,0,7a38c41
SimpleModel,bes,no_loops,4,1,2,0.906343936920166,ok,0,0,16b0482c
SimpleModel,bes,no_loops,4,1,2,0.8642129898071289,ok,0,0,7f1727d5
SimpleModel,bes,no_loops,4,1,2,1.0237009525299072,ok,0,0,53c461e7
SimpleModel,bes,no_loops,4,1,2,1.0875332355499268,ok,0,0,2b952495
SimpleModel,bes,no_loops,4,1,2,1.0776970386505127,ok,0,0,e320efc
SimpleModel,bes,no_loops,4,1,2,1.1297531127929688,ok,0,0,266c32ff
SimpleModel,bes,no_loops,4,1,2,0.9904391765594482,ok,0,0,7d057ad0
SimpleModel,bes,no_loops,4,1,2,0.9493639469146729,ok,0,0,5672a92
SimpleModel,bes,no_loops,4,1,2,0.8248240947723389,ok,0,0,61558b10
SimpleModel,bes,no_loops,4,1,2,0.7640829086303711,ok,0,0,2c7f6273
SimpleModel,bes,no_loops,4,1,2,0.7675719261169434,ok,0,0,6444c92b
SimpleModel,bes,no_loops,4,1,2,0.8124301433563232,ok,0,0,454b3b35
