model_name,search,loop,mutant_number,depth,actual_tests,time_taken,status,return_code,failed_tests,seed
JavaNioServerSocket3,random,no_loops,0,1,1,1.3810608386993408,ok,0,0,19b805f5
JavaNioServerSocket3,random,no_loops,1,1,1,1.3675358295440674,ok,0,0,49324c35
JavaNioServerSocket3,random,no_loops,1,1,1,1.2858388423919678,ok,0,0,432dbdb6
JavaNioServerSocket3,random,no_loops,1,1,1,1.4202919006347656,ok,0,0,77d76749
JavaNioServerSocket3,random,no_loops,1,1,1,1.3812839984893799,ok,0,0,7f7553aa
JavaNioServerSocket3,random,no_loops,1,1,1,1.3916940689086914,ok,0,0,4c09c08c
JavaNioServerSocket3,random,no_loops,1,1,1,1.375337839126587,ok,0,0,51bc9dbe
JavaNioServerSocket3,random,no_loops,1,1,1,1.4261202812194824,ok,0,0,69ee6076
JavaNioServerSocket3,random,no_loops,1,1,1,1.3720319271087646,ok,0,0,3f75312d
JavaNioServerSocket3,random,no_loops,1,1,1,1.327937126159668,ok,0,0,305f9957
JavaNioServerSocket3,random,no_loops,1,1,1,1.2788970470428467,ok,0,0,639fef88
JavaNioServerSocket3,random,no_loops,1,1,1,1.3314669132232666,ok,0,0,4141d9ad
JavaNioServerSocket3,random,no_loops,1,1,1,1.4443769454956055,ok,0,0,285c3c35
JavaNioServerSocket3,random,no_loops,1,1,1,1.3328869342803955,ok,0,0,404b149f
JavaNioServerSocket3,random,no_loops,1,1,1,1.5042710304260254,ok,0,0,746a110f
JavaNioServerSocket3,random,no_loops,1,1,1,1.4786312580108643,ok,0,0,1ce1304
JavaNioServerSocket3,random,no_loops,1,1,1,1.434157133102417,ok,0,0,171a1100
JavaNioServerSocket3,random,no_loops,1,1,1,1.4491691589355469,ok,0,0,43916e89
JavaNioServerSocket3,random,no_loops,1,1,1,1.2220802307128906,ok,0,0,11778ffe
JavaNioServerSocket3,random,no_loops,1,1,1,1.2661659717559814,ok,0,0,5d289d2c
JavaNioServerSocket3,random,no_loops,1,1,1,1.2283048629760742,ok,0,0,1d091c9d
JavaNioServerSocket3,random,no_loops,1,4,4,1.383316993713379,ok,0,0,52de3b02
JavaNioServerSocket3,random,no_loops,1,4,4,1.230659008026123,ok,0,0,2d66de70
JavaNioServerSocket3,random,no_loops,1,4,4,1.730013132095337,ok,0,0,47736c17
JavaNioServerSocket3,random,no_loops,1,4,4,1.486414909362793,ok,0,0,49584258
JavaNioServerSocket3,random,no_loops,1,4,4,1.3755128383636475,ok,0,0,6d014410
JavaNioServerSocket3,random,no_loops,1,4,4,1.2390401363372803,ok,0,0,4511fb10
JavaNioServerSocket3,random,no_loops,1,4,4,1.3279297351837158,ok,0,0,76805024
JavaNioServerSocket3,random,no_loops,1,4,4,1.4758992195129395,ok,0,0,230996df
JavaNioServerSocket3,random,no_loops,1,4,4,1.9919543266296387,ok,0,0,6eb2e7d1
JavaNioServerSocket3,random,no_loops,1,4,4,1.6835198402404785,ok,0,0,592adc26
JavaNioServerSocket3,random,no_loops,1,4,4,1.739516258239746,ok,0,0,106cb21a
JavaNioServerSocket3,random,no_loops,1,4,4,1.7025401592254639,ok,0,0,5562883f
JavaNioServerSocket3,random,no_loops,1,4,4,1.545362949371338,ok,0,0,743d3ac0
JavaNioServerSocket3,random,no_loops,1,4,4,1.5241899490356445,ok,0,0,33fe6a1d
JavaNioServerSocket3,random,no_loops,1,4,4,1.8547980785369873,ok,0,0,3b31a556
JavaNioServerSocket3,random,no_loops,1,4,4,1.5774471759796143,ok,0,0,42a4903
JavaNioServerSocket3,random,no_loops,1,4,4,1.525635004043579,ok,0,0,5cec8684
JavaNioServerSocket3,random,no_loops,1,4,4,1.525820255279541,ok,0,0,4abc4799
JavaNioServerSocket3,random,no_loops,1,4,4,1.60565185546875,ok,0,0,36c22624
JavaNioServerSocket3,random,no_loops,1,4,4,1.8569271564483643,ok,0,0,31f4b0bd
JavaNioServerSocket3,random,no_loops,1,13,13,2.066842794418335,ok,0,0,200ee850
JavaNioServerSocket3,random,no_loops,1,13,13,1.891606092453003,ok,0,0,7b257954
JavaNioServerSocket3,random,no_loops,1,13,13,1.6475462913513184,ok,0,0,312e5cd9
JavaNioServerSocket3,random,no_loops,1,13,13,2.2755188941955566,ok,0,0,13c2ad2d
JavaNioServerSocket3,random,no_loops,1,13,13,2.1601791381835938,ok,0,0,702b3550
JavaNioServerSocket3,random,no_loops,1,13,13,2.113283157348633,ok,0,0,65c22d75
JavaNioServerSocket3,random,no_loops,1,13,13,1.7962419986724854,ok,0,0,a504399
JavaNioServerSocket3,random,no_loops,1,13,13,1.528111219406128,ok,0,0,1b1fad61
JavaNioServerSocket3,random,no_loops,1,13,13,1.9593920707702637,ok,0,0,fe54fa2
JavaNioServerSocket3,random,no_loops,1,13,13,1.6992192268371582,ok,0,0,2e8921d6
JavaNioServerSocket3,random,no_loops,1,13,13,2.154184103012085,ok,0,0,58379c42
JavaNioServerSocket3,random,no_loops,1,13,13,1.862442970275879,ok,0,0,7e4a3af7
JavaNioServerSocket3,random,no_loops,1,13,13,1.8551013469696045,ok,0,0,147c9212
