class,requested_size,seed,return_code,time_taken,status,total_tests,ok_tests,failed_tests,node_covered,nc,total_nodes,edge_covered,ec,total_edges,total_ic,ic,total_bc,bc
LinkedList,17,58702d80,0,1.4250521659851074,ok,17,17,0,1,100,1,16,94,17,50.0,49.404761904761905,40.98360655737705,40.98360655737705
LinkedList,17,7ffff6c1,0,1.602489948272705,ok,17,17,0,1,100,1,17,100,17,47.05882352941176,46.42857142857143,33.60655737704918,33.60655737704918
LinkedList,17,11abe5f,0,1.6007461547851562,ok,17,17,0,1,100,1,13,76,17,36.07843137254902,35.317460317460316,24.59016393442623,24.59016393442623
LinkedList,17,4dbe758b,0,1.6582419872283936,ok,17,17,0,1,100,1,17,100,17,51.470588235294116,50.89285714285714,39.34426229508197,39.34426229508197
LinkedList,17,7fec46e9,0,1.5766289234161377,ok,17,17,0,1,100,1,13,76,17,38.03921568627451,37.301587301587304,27.86885245901639,27.86885245901639
LinkedList,17,50eb06ad,0,1.559140682220459,ok,17,17,0,1,100,1,16,94,17,49.31372549019608,48.71031746031746,36.0655737704918,36.0655737704918
LinkedList,17,3a529de7,0,1.6650199890136719,ok,17,17,0,1,100,1,16,94,17,50.09803921568627,49.50396825396825,40.16393442622951,40.16393442622951
LinkedList,17,548281e5,0,1.5772678852081299,ok,17,17,0,1,100,1,14,82,17,45.88235294117647,45.23809523809524,36.0655737704918,36.0655737704918
LinkedList,17,75078901,0,1.5315306186676025,ok,17,17,0,1,100,1,12,70,17,33.33333333333333,32.53968253968254,24.59016393442623,24.59016393442623
LinkedList,17,5f414034,0,1.602691888809204,ok,17,17,0,1,100,1,17,100,17,49.31372549019608,48.71031746031746,37.704918032786885,37.704918032786885
LinkedList,17,65f0ac95,0,1.768265962600708,ok,17,17,0,1,100,1,17,100,17,52.254901960784316,51.686507936507944,42.62295081967213,42.62295081967213
LinkedList,17,4c2ba7de,0,1.8632917404174805,ok,17,17,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.08196721311475,45.08196721311475
LinkedList,17,29420b72,0,1.7051479816436768,ok,17,17,0,1,100,1,15,88,17,44.41176470588235,43.75,34.42622950819672,34.42622950819672
LinkedList,17,347b7e0c,0,1.686356782913208,ok,17,17,0,1,100,1,16,94,17,47.84313725490196,47.22222222222222,39.34426229508197,39.34426229508197
LinkedList,17,7c4d1e9e,0,1.808068037033081,ok,17,17,0,1,100,1,16,94,17,50.294117647058826,49.702380952380956,39.34426229508197,39.34426229508197
LinkedList,17,788c9cc4,0,1.4931390285491943,ok,17,17,0,1,100,1,12,70,17,38.43137254901961,37.698412698412696,26.229508196721312,26.229508196721312
LinkedList,17,3e53142c,0,1.6696901321411133,ok,17,17,0,1,100,1,16,94,17,50.0,49.404761904761905,36.885245901639344,36.885245901639344
LinkedList,17,d37add9,0,1.700556993484497,ok,17,17,0,1,100,1,15,88,17,51.07843137254902,50.49603174603175,40.16393442622951,40.16393442622951
LinkedList,17,556475db,0,1.5273339748382568,ok,17,17,0,1,100,1,16,94,17,49.31372549019608,48.71031746031746,35.24590163934426,35.24590163934426
LinkedList,17,5dd5a01e,0,1.5642571449279785,ok,17,17,0,1,100,1,12,70,17,42.84313725490196,42.16269841269841,31.967213114754102,31.967213114754102
LinkedList,17,3e957522,0,1.7368481159210205,ok,17,17,0,1,100,1,16,94,17,43.529411764705884,42.857142857142854,31.147540983606557,31.147540983606557
LinkedList,17,332427d1,0,1.5872251987457275,ok,17,17,0,1,100,1,14,82,17,48.23529411764706,47.61904761904761,40.16393442622951,40.16393442622951
LinkedList,17,706fd98d,0,1.6827540397644043,ok,17,17,0,1,100,1,17,100,17,50.68627450980392,50.09920634920635,37.704918032786885,37.704918032786885
LinkedList,17,600d87c1,0,1.7283191680908203,ok,17,17,0,1,100,1,15,88,17,49.90196078431373,49.30555555555556,37.704918032786885,37.704918032786885
LinkedList,17,5bf844aa,0,1.5739037990570068,ok,17,17,0,1,100,1,16,94,17,45.88235294117647,45.23809523809524,36.0655737704918,36.0655737704918
LinkedList,17,1a5f1e8c,0,1.9200959205627441,ok,17,17,0,1,100,1,17,100,17,52.254901960784316,51.686507936507944,42.62295081967213,42.62295081967213
LinkedList,17,726b727a,0,1.5705928802490234,ok,17,17,0,1,100,1,13,76,17,42.15686274509804,41.46825396825397,32.78688524590164,32.78688524590164
LinkedList,17,4df894b9,0,1.7273170948028564,ok,17,17,0,1,100,1,17,100,17,52.254901960784316,51.686507936507944,42.62295081967213,42.62295081967213
LinkedList,17,44d6541a,0,1.566256046295166,ok,17,17,0,1,100,1,12,70,17,39.80392156862745,39.08730158730159,30.327868852459016,30.327868852459016
LinkedList,17,30ba2e24,0,1.6923339366912842,ok,17,17,0,1,100,1,16,94,17,50.294117647058826,49.702380952380956,37.704918032786885,37.704918032786885
LinkedList,289,be0c297,0,4.082686901092529,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,10c46fe9,0,3.4032840728759766,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,243d4b9a,0,3.62664794921875,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,35737eb6,0,3.4968409538269043,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,57b7d197,0,3.1535396575927734,ok,289,289,0,1,100,1,17,100,17,53.03921568627451,52.480158730158735,45.08196721311475,45.08196721311475
LinkedList,289,6d3a13b3,0,4.134300947189331,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.08196721311475,45.08196721311475
LinkedList,289,26ab880f,0,4.216720104217529,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,64260817,0,3.013481378555298,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,50bcd89d,0,2.8523268699645996,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,1630864b,0,3.4134092330932617,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.08196721311475,45.08196721311475
LinkedList,289,5559e2bb,0,4.550264120101929,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,1e1e662,0,4.344949007034302,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,76acd8a4,0,3.2577977180480957,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,33397cf3,0,2.93119740486145,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,59007d73,0,3.308933973312378,ok,289,289,0,1,100,1,17,100,17,52.254901960784316,51.686507936507944,42.62295081967213,42.62295081967213
LinkedList,289,51d708a1,0,3.0274760723114014,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,1d298a2d,0,2.9155571460723877,ok,289,289,0,1,100,1,17,100,17,53.03921568627451,52.480158730158735,44.26229508196721,44.26229508196721
LinkedList,289,6ebedb3f,0,2.812055826187134,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,415a59d1,0,3.1536922454833984,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,4f19eef6,0,3.031230926513672,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,55bcd547,0,3.2297301292419434,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,46b660c5,0,3.360158920288086,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,487fcb21,0,3.3603971004486084,ok,289,289,0,1,100,1,17,100,17,53.03921568627451,52.480158730158735,45.08196721311475,45.08196721311475
LinkedList,289,be2d09,0,3.551922082901001,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,289,225a1386,0,3.085765838623047,ok,289,289,0,1,100,1,17,100,17,53.03921568627451,52.480158730158735,45.08196721311475,45.08196721311475
LinkedList,289,6e829d7f,0,3.001415967941284,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.08196721311475,45.08196721311475
LinkedList,289,64981abd,0,3.453076124191284,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.08196721311475,45.08196721311475
LinkedList,289,5d497fb1,0,4.806175947189331,ok,289,289,0,1,100,1,17,100,17,53.13725490196079,52.57936507936508,44.26229508196721,44.26229508196721
LinkedList,289,547798f4,0,3.4271650314331055,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.08196721311475,45.08196721311475
LinkedList,289,16a3c2c0,0,4.02368688583374,ok,289,289,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,f73a23e,0,28.669946908950806,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,658dbd7,0,17.396005868911743,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,3b6d967d,0,37.69006323814392,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,58e88056,0,20.897922039031982,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,1c7b4cec,0,24.689831972122192,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,54e18c36,0,26.6129789352417,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,5780a9fc,0,33.90235924720764,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,584a9808,0,27.80431604385376,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,61b68456,0,30.616699695587158,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,70e08b2e,0,30.238708019256592,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,3839c3e6,0,25.750120162963867,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,4c895488,0,28.171601057052612,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,21b68fb1,0,25.884365797042847,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,78119e73,0,58.43136405944824,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,f83484,0,18.441287994384766,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,163fb753,0,16.731217861175537,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,37a12928,0,17.398244857788086,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,4e6d204,0,25.58555579185486,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,438a0aa3,0,16.113900899887085,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,3add920f,0,25.70953917503357,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,1b8c6718,0,23.33140802383423,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,1471e73d,0,24.78279185295105,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,765bb938,0,30.37080407142639,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
LinkedList,3009,4dffac02,0,76.15146398544312,ok,3009,3009,0,1,100,1,17,100,17,53.431372549019606,52.87698412698413,45.90163934426229,45.90163934426229
