class,requested_size,seed,return_code,time_taken,status,total_tests,ok_tests,failed_tests,node_covered,nc,total_nodes,edge_covered,ec,total_edges,total_ic,ic,total_bc,bc
ArrayList,9,84e5e3c,0,1.4683477878570557,ok,9,9,0,1,100,1,9,100,9,24.413553431798434,30.93363329583802,14.935064935064934,22.54901960784314
ArrayList,9,51d302b9,0,2.0396509170532227,ok,9,9,0,1,100,1,9,100,9,24.587315377932235,31.158605174353205,15.584415584415584,23.52941176470588
ArrayList,9,ef98b6c,0,2.060957908630371,ok,9,9,0,1,100,1,9,100,9,24.587315377932235,31.158605174353205,15.584415584415584,23.52941176470588
ArrayList,9,d49a512,0,1.7986249923706055,ok,9,9,0,1,100,1,8,88,9,15.291051259774111,19.122609673790777,9.740259740259742,14.705882352941178
ArrayList,9,3a8deb41,0,1.8998808860778809,ok,9,9,0,1,100,1,8,88,9,19.635099913119028,24.746906636670417,12.337662337662337,18.627450980392158
ArrayList,9,a09a480,0,2.116715669631958,ok,9,9,0,1,100,1,9,100,9,24.23979148566464,30.708661417322837,14.285714285714285,21.568627450980394
ArrayList,9,7b39c932,0,1.748548984527588,ok,9,9,0,1,100,1,9,100,9,24.587315377932235,31.158605174353205,16.233766233766232,24.509803921568626
ArrayList,9,44efa57c,0,1.698481798171997,ok,9,9,0,1,100,1,8,88,9,15.7254561251086,19.68503937007874,7.142857142857142,10.784313725490197
ArrayList,9,78630f25,0,1.78656005859375,ok,9,9,0,1,100,1,9,100,9,21.807124239791488,27.559055118110237,12.337662337662337,18.627450980392158
ArrayList,9,7a1c9a28,0,1.9976129531860352,ok,9,9,0,1,100,1,9,100,9,20.938314509122502,26.43419572553431,14.285714285714285,21.568627450980394
ArrayList,9,57a2b122,0,1.5843911170959473,ok,9,9,0,1,100,1,9,100,9,21.285838401390095,26.884139482564677,12.987012987012985,19.607843137254903
ArrayList,9,70fd72a4,0,1.9022588729858398,ok,9,9,0,1,100,1,9,100,9,20.938314509122502,26.43419572553431,14.285714285714285,21.568627450980394
ArrayList,9,46c431cd,0,2.0604209899902344,ok,9,9,0,1,100,1,9,100,9,24.23979148566464,30.708661417322837,14.935064935064934,22.54901960784314
ArrayList,9,f4b0ee8,0,1.686708927154541,ok,9,9,0,1,100,1,6,66,9,12.076455256298871,14.960629921259844,6.493506493506493,9.803921568627452
ArrayList,9,4f7b9fcf,0,1.8565568923950195,ok,9,9,0,1,100,1,9,100,9,23.979148566463945,30.371203599550057,14.935064935064934,22.54901960784314
ArrayList,9,fb41c6,0,1.7524209022521973,ok,9,9,0,1,100,1,9,100,9,19.895742832319723,25.084364454443193,12.987012987012985,19.607843137254903
ArrayList,9,463b6975,0,1.7814738750457764,ok,9,9,0,1,100,1,9,100,9,24.587315377932235,31.158605174353205,16.233766233766232,24.509803921568626
ArrayList,9,6d8845af,0,1.7659111022949219,ok,9,9,0,1,100,1,7,77,9,16.507384882710685,20.697412823397077,8.441558441558442,12.745098039215685
ArrayList,9,cb2c980,0,1.7500829696655273,ok,9,9,0,1,100,1,9,100,9,20.938314509122502,26.43419572553431,11.688311688311687,17.647058823529413
ArrayList,9,49abb1ed,0,2.087395191192627,ok,9,9,0,1,100,1,9,100,9,24.587315377932235,31.158605174353205,16.233766233766232,24.509803921568626
ArrayList,9,181ff96c,0,1.7327167987823486,ok,9,9,0,1,100,1,7,77,9,17.723718505647263,22.272215973003377,10.38961038961039,15.686274509803921
ArrayList,9,5aafced8,0,1.7819461822509766,ok,9,9,0,1,100,1,8,88,9,20.938314509122502,26.43419572553431,14.285714285714285,21.568627450980394
ArrayList,9,513df250,0,1.7828218936920166,ok,9,9,0,1,100,1,8,88,9,23.11033883579496,29.24634420697413,14.935064935064934,22.54901960784314
ArrayList,9,6140324c,0,1.7438089847564697,ok,9,9,0,1,100,1,7,77,9,14.856646394439618,18.560179977502813,7.792207792207792,11.76470588235294
ArrayList,9,352b322d,0,2.0998589992523193,ok,9,9,0,1,100,1,9,100,9,24.587315377932235,31.158605174353205,15.584415584415584,23.52941176470588
